symbol,isin,company_name,series,sector,industry,listing_date,delisting_date,active,updated_at,market_cap_cr,market_cap_as_of,market_cap_source
LINC,INE802B01027,Linc Limited,EQ,,,09-MAR-2015,,1,2026-09-10 00:27:05,583.62908661,2026-09-09,CALCULATED_QUARTERLY_SHARES
LINCOLN,INE405C01035,Lincoln Pharmaceuticals Limited,EQ,,,17-DEC-2015,,1,2026-09-10 00:27:05,1276.78391625,2026-09-09,CALCULATED_QUARTERLY_SHARES
LINDEINDIA,INE473A01011,Linde India Limited,EQ,,,16-JUN-1999,,1,2026-09-10 00:27:05,54176.80266075,2026-09-09,CALCULATED_QUARTERLY_SHARES
LKPSEC,INE341H01023,LKP Securities Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
LLOYDSENGG,INE093R01011,LLOYDS ENGINEERING WORKS LIMITED,EQ,,,18-JUL-2016,,1,2026-09-10 00:27:05,12611.395292505,2026-09-09,CALCULATED_QUARTERLY_SHARES
LLOYDSENT,INE080I01025,Lloyds Enterprises Limited,EQ,,,17-OCT-2024,,1,2026-09-10 00:27:05,10751.129639800001,2026-09-09,CALCULATED_QUARTERLY_SHARES
LLOYDSME,INE281B01032,Lloyds Metals And Energy Limited,EQ,,,17-JUL-2023,,1,2026-09-10 00:27:05,101751.27159044,2026-09-09,CALCULATED_QUARTERLY_SHARES
LMW,INE269B01029,LMW Limited,EQ,,,29-MAR-1995,,1,2026-09-10 00:27:05,19262.1051728,2026-09-09,CALCULATED_QUARTERLY_SHARES
LODHA,INE670K01029,Lodha Developers Limited,EQ,,,19-APR-2021,,1,2026-09-10 00:27:05,116498.0655982,2026-09-09,CALCULATED_QUARTERLY_SHARES
LOKESHMACH,INE397H01017,Lokesh Machines Limited,EQ,,,05-MAY-2006,,1,2026-09-10 00:27:05,777.8427883200001,2026-09-09,CALCULATED_QUARTERLY_SHARES
LORDSCHLO,INE846D01012,Lords Chloro Alkali Limited,EQ,,,28-AUG-2023,,1,2026-09-10 00:27:05,400.156653132,2026-09-09,CALCULATED_QUARTERLY_SHARES
LOTUSCHO,INE026D01011,Lotus Chocolate Company Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
LOTUSDEV,INE0V9Q01010,Sri Lotus Developers and Realty Limited,BE,,,06-AUG-2025,,1,2026-09-10 00:27:05,8627.72350167,2026-08-10,CALCULATED_QUARTERLY_SHARES
LOTUSEYE,INE947I01017,Lotus Eye Hospital and Institute Limited,EQ,,,11-JUL-2008,,1,2026-09-10 00:27:05,230.741020408,2026-09-09,CALCULATED_QUARTERLY_SHARES
LOVABLE,INE597L01014,Lovable Lingerie Limited,EQ,,,24-MAR-2011,,1,2026-09-10 00:27:05,103.044227824,2026-09-09,CALCULATED_QUARTERLY_SHARES
LOYALTEX,INE970D01010,Loyal Textile Mills Limited,EQ,,,11-AUG-2022,,1,2026-09-10 00:27:05,103.950734951,2026-09-09,CALCULATED_QUARTERLY_SHARES
LPDC,INE197J01017,Landmark Property Development Company Limited,EQ,,,12-AUG-2008,,1,2026-09-10 00:27:05,85.585566528,2026-09-09,CALCULATED_QUARTERLY_SHARES
LT,INE018A01030,Larsen & Toubro Limited,EQ,,,23-JUN-2004,,1,2026-09-10 00:27:05,534811.79224418,2026-09-09,CALCULATED_QUARTERLY_SHARES
LTF,INE498L01015,L&T Finance Limited,EQ,,,12-AUG-2011,,1,2026-09-10 00:27:05,77766.12353472,2026-09-09,CALCULATED_QUARTERLY_SHARES
LTFOODS,INE818H01020,LT Foods Limited,EQ,,,18-DEC-2006,,1,2026-09-10 00:27:05,15748.161693995002,2026-09-09,CALCULATED_QUARTERLY_SHARES
LTM,INE214T01019,LTM Limited,EQ,,,21-JUL-2016,,1,2026-09-10 00:27:05,130877.9178716,2026-09-09,CALCULATED_QUARTERLY_SHARES
LTTS,INE010V01017,L&T Technology Services Limited,EQ,,,23-SEP-2016,,1,2026-09-10 00:27:05,35683.885664,2026-09-09,CALCULATED_QUARTERLY_SHARES
LUMAXIND,INE162B01018,Lumax Industries Limited,EQ,,,06-SEP-1995,,1,2026-09-10 00:27:05,5808.6800434,2026-09-09,CALCULATED_QUARTERLY_SHARES
LUMAXTECH,INE872H01027,Lumax Auto Technologies Limited,EQ,,,16-JAN-2007,,1,2026-09-10 00:27:05,13567.382782179999,2026-09-09,CALCULATED_QUARTERLY_SHARES
LUPIN,INE326A01037,Lupin Limited,EQ,,,10-SEP-2001,,1,2026-09-10 00:27:05,96018.49236,2026-09-09,CALCULATED_QUARTERLY_SHARES
LUXIND,INE150G01020,Lux Industries Limited,EQ,,,30-NOV-2015,,1,2026-09-10 00:27:05,3375.98049846,2026-09-09,CALCULATED_QUARTERLY_SHARES
LXCHEM,INE576O01020,Laxmi Organic Industries Limited,EQ,,,25-MAR-2021,,1,2026-09-10 00:27:05,4949.580599424,2026-09-09,CALCULATED_QUARTERLY_SHARES
LYKALABS,INE933A01014,Lyka Labs Limited,BE,,,08-FEB-1995,,1,2026-09-10 00:27:05,270.542993567,2026-07-01,CALCULATED_QUARTERLY_SHARES
M&M,INE101A01026,Mahindra & Mahindra Limited,EQ,,,03-JAN-1996,,1,2026-09-10 00:27:05,385132.569885,2026-09-09,CALCULATED_QUARTERLY_SHARES
M&MFIN,INE774D01024,Mahindra & Mahindra Financial Services Limited,EQ,,,17-MAR-2006,,1,2026-09-10 00:27:05,50559.281857875,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAANALU,INE215I01027,Maan Aluminium Limited,EQ,,,22-OCT-2007,,1,2026-09-10 00:27:05,667.46188533,2026-09-09,CALCULATED_QUARTERLY_SHARES
MACPOWER,INE155Z01011,Macpower CNC Machines Limited,EQ,,,19-AUG-2020,,1,2026-09-10 00:27:05,1864.5690038799999,2026-09-09,CALCULATED_QUARTERLY_SHARES
MADHAV,INE925C01016,Madhav Marbles and Granites Limited,EQ,,,20-DEC-2007,,1,2026-09-10 00:27:05,31.150153063999998,2026-09-09,CALCULATED_QUARTERLY_SHARES
MADHAVIPL,INE631R01026,Madhav Infra Projects Limited,EQ,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
MADHUCON,INE378D01032,Madhucon Projects Limited,BE,,,05-OCT-2006,,1,2026-09-10 00:27:05,45.454792151999996,2026-06-19,CALCULATED_QUARTERLY_SHARES
MADRASFERT,INE414A01015,Madras Fertilizers Limited,EQ,,,25-JUL-1997,,1,2026-09-10 00:27:05,1015.400214972,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAFATIND,INE270B01035,Mafatlal Industries Limited,EQ,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
MAGADSUGAR,INE347W01011,Magadh Sugar & Energy Limited,EQ,,,28-JUL-2017,,1,2026-09-10 00:27:05,792.21018744,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAGNUM,INE387I01016,Magnum Ventures Limited,EQ,,,20-SEP-2007,,1,2026-09-10 00:27:05,129.90506201099998,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAHABANK,INE457A01014,Bank of Maharashtra,EQ,,,12-APR-2004,,1,2026-09-10 00:27:05,65040.652488335996,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAHAPEXLTD,INE843B01013,Maha Rashtra Apex Corporation Limited,EQ,,,21-JAN-1998,,1,2026-09-10 00:27:05,148.05238004400002,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAHASTEEL,INE451L01014,Mahamaya Steel Industries Limited,BE,,,01-JUL-2016,,1,2026-09-10 00:27:05,1678.7140030799999,2026-08-10,CALCULATED_QUARTERLY_SHARES
MAHEPC,INE215D01010,Mahindra EPC Irrigation Limited,EQ,,,14-FEB-2020,,1,2026-09-10 00:27:05,285.50247362199997,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAHESHWARI,INE263W01010,Maheshwari Logistics Limited,BE,,,15-APR-2019,,1,2026-09-10 00:27:05,204.051397176,2026-06-05,CALCULATED_QUARTERLY_SHARES
MAHLIFE,INE813A01018,Mahindra Lifespace Developers Limited,EQ,,,10-MAY-2000,,1,2026-09-10 00:27:05,7895.3048096,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAHLOG,INE766P01016,Mahindra Logistics Limited,EQ,,,10-NOV-2017,,1,2026-09-10 00:27:05,3986.005089975,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAHSCOOTER,INE288A01013,Maharashtra Scooters Limited,EQ,,,08-FEB-1995,,1,2026-09-10 00:27:05,15165.684523,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAHSEAMLES,INE271B01025,Maharashtra Seamless Limited,EQ,,,25-AUG-2004,,1,2026-09-10 00:27:05,9060.8233821,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAITHANALL,INE683C01011,Maithan Alloys Limited,EQ,,,05-JUL-2011,,1,2026-09-10 00:27:05,3135.3581997,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAJESAUT,INE201B01022,Majestic Auto Limited,BE,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
MAKERSL,INE987A01010,Makers Laboratories Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
MALLCOM,INE389C01015,Mallcom (India) Limited,EQ,,,02-FEB-2022,,1,2026-09-10 00:27:05,610.192578825,2026-09-09,CALCULATED_QUARTERLY_SHARES
MALUPAPER,INE383H01017,Malu Paper Mills Limited,EQ,,,05-APR-2006,,1,2026-09-10 00:27:05,59.383228364,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAMATA,INE0TO701015,Mamata Machinery Limited,EQ,,,27-DEC-2024,,1,2026-09-10 00:27:05,1032.05104812,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANAKALUCO,INE859Q01017,Manaksia Aluminium Company Limited,EQ,,,30-MAR-2015,,1,2026-09-10 00:27:05,253.88419771,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANAKCOAT,INE830Q01018,Manaksia Coated Metals & Industries Limited,EQ,,,30-MAR-2015,,1,2026-09-10 00:27:05,1347.971669394,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANAKSIA,INE015D01022,Manaksia Limited,EQ,,,08-JAN-2008,,1,2026-09-10 00:27:05,433.91222061299993,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANAKSTEEL,INE824Q01011,Manaksia Steels Limited,BE,,,30-MAR-2015,,1,2026-09-10 00:27:05,703.16049527,2026-09-04,CALCULATED_QUARTERLY_SHARES
MANALIPETC,INE201A01024,Manali Petrochemicals Limited,EQ,,,06-DEC-2006,,1,2026-09-10 00:27:05,1499.136408105,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANAPPURAM,INE522D01027,Manappuram Finance Limited,EQ,,,01-DEC-2014,,1,2026-09-10 00:27:05,30056.832416,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANBA,INE939X01013,Manba Finance Limited,EQ,,,30-SEP-2024,,1,2026-09-10 00:27:05,653.914429432,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANBRO,INE348N01042,Manbro Industries Limited,EQ,,,17-AUG-2026,,0,2026-09-02 00:26:04,,,
MANCREDIT,INE545L01039,Mangal Credit and Fincorp Limited,EQ,,,16-AUG-2024,,1,2026-09-10 00:27:05,464.923588445,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANGALAM,INE584F01014,Mangalam Drugs And Organics Limited,EQ,,,23-MAY-2005,,1,2026-09-10 00:27:05,50.193682896000006,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANGLMCEM,INE347A01017,Mangalam Cement Limited,EQ,,,03-JAN-1996,,1,2026-09-10 00:27:05,2886.3002879999995,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANINDS,INE993A01026,Man Industries (India) Limited,EQ,,,24-JUN-2005,,1,2026-09-10 00:27:05,5944.954403575,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANINFRA,INE949H01023,Man Infraconstruction Limited,EQ,,,11-MAR-2010,,1,2026-09-10 00:27:05,5196.189979976,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANIPALHOS,INE459N01021,Manipal Health Enterprises Limited,EQ,,,05-AUG-2026,,1,2026-09-10 00:27:05,96021.244500935,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANKIND,INE634S01028,Mankind Pharma Limited,EQ,,,09-MAY-2023,,1,2026-09-10 00:27:05,93544.0984155,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANOMAY,INE784W01015,Manomay Tex India Limited,EQ,,,18-JAN-2023,,1,2026-09-10 00:27:05,414.599910737,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANORAMA,INE00VM01036,Manorama Industries Limited,EQ,,,01-JUL-2022,,1,2026-09-10 00:27:05,12499.45413827,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANORG,INE370D01013,Mangalam Organics Limited,EQ,,,02-NOV-2021,,1,2026-09-10 00:27:05,411.68296872999997,2026-09-09,CALCULATED_QUARTERLY_SHARES
MANUGRAPH,INE867A01022,Manugraph India Limited,BE,,,14-SEP-2006,,1,2026-09-10 00:27:05,49.362834125999996,2026-06-11,CALCULATED_QUARTERLY_SHARES
MANYAVAR,INE825V01034,Vedant Fashions Limited,EQ,,,16-FEB-2022,,1,2026-09-10 00:27:05,14125.314941814999,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAPMYINDIA,INE0BV301023,C.E. Info Systems Limited,EQ,,,21-DEC-2021,,1,2026-09-10 00:27:05,5230.988601120001,2026-09-09,CALCULATED_QUARTERLY_SHARES
MARALOVER,INE882A01013,Maral Overseas Limited,EQ,,,08-FEB-1995,,1,2026-09-10 00:27:05,268.921539997,2026-09-09,CALCULATED_QUARTERLY_SHARES
MARATHON,INE182D01020,Marathon Nextgen Realty Limited,EQ,,,29-SEP-2016,,1,2026-09-10 00:27:05,2945.6192957599997,2026-09-09,CALCULATED_QUARTERLY_SHARES
MARICO,INE196A01026,Marico Limited,EQ,,,01-MAY-1996,,1,2026-09-10 00:27:05,105684.41624208,2026-09-09,CALCULATED_QUARTERLY_SHARES
MARINE,INE01JE01028,Marine Electricals (India) Limited,EQ,,,02-DEC-2020,,1,2026-09-10 00:27:05,5892.027553545,2026-09-09,CALCULATED_QUARTERLY_SHARES
MARKOLINES,INE0FW001016,Markolines Pavement Technologies Limited,EQ,,,14-OCT-2025,,1,2026-09-10 00:27:05,382.3794116,2026-09-09,CALCULATED_QUARTERLY_SHARES
MARKSANS,INE750C01026,Marksans Pharma Limited,EQ,,,21-JAN-2002,,1,2026-09-10 00:27:05,14962.636500359997,2026-09-09,CALCULATED_QUARTERLY_SHARES
MARSONS,INE415B01044,Marsons Limited,EQ,,,13-MAR-2026,,1,2026-09-10 00:27:05,2324.89828406,2026-09-09,CALCULATED_QUARTERLY_SHARES
MARUTI,INE585B01010,Maruti Suzuki India Limited,EQ,,,09-JUL-2003,,1,2026-09-10 00:27:05,396733.3188192,2026-09-09,CALCULATED_QUARTERLY_SHARES
MASFIN,INE348L01012,MAS Financial Services Limited,EQ,,,18-OCT-2017,,1,2026-09-10 00:27:05,5242.505967089999,2026-09-09,CALCULATED_QUARTERLY_SHARES
MASKINVEST,INE885F01015,Mask Investments Limited,EQ,,,14-OCT-2016,,1,2026-09-10 00:27:05,46.773331713,2026-09-09,CALCULATED_QUARTERLY_SHARES
MASTEK,INE759A01021,Mastek Limited,EQ,,,10-MAY-1995,,1,2026-09-10 00:27:05,5033.12096215,2026-09-09,CALCULATED_QUARTERLY_SHARES
MASTERTR,INE677D01037,Master Trust Limited,EQ,,,12-NOV-2024,,1,2026-09-10 00:27:05,1144.932053353,2026-09-09,CALCULATED_QUARTERLY_SHARES
MATRIMONY,INE866R01028,Matrimony.Com Limited,EQ,,,21-SEP-2017,,1,2026-09-10 00:27:05,1066.23215225,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAWANASUG,INE636A01039,Mawana Sugars Limited,EQ,,,20-MAR-2009,,1,2026-09-10 00:27:05,546.803346824,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAXESTATES,INE03EI01018,Max Estates Limited,EQ,,,30-OCT-2023,,1,2026-09-10 00:27:05,8928.14750562,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAXHEALTH,INE027H01010,Max Healthcare Institute Limited,EQ,,,21-AUG-2020,,1,2026-09-10 00:27:05,100983.493385,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAXIND,INE0CG601016,Max India Limited,EQ,,,28-AUG-2020,,1,2026-09-10 00:27:05,835.382303775,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAYURUNIQ,INE040D01038,Mayur Uniquoters Ltd,EQ,,,25-SEP-2012,,1,2026-09-10 00:27:05,3198.0618936000005,2026-09-09,CALCULATED_QUARTERLY_SHARES
MAZDA,INE885E01042,Mazda Limited,BE,,,01-NOV-2016,,1,2026-09-10 00:27:05,477.89547168999997,2026-07-08,CALCULATED_QUARTERLY_SHARES
MAZDOCK,INE249Z01020,Mazagon Dock Shipbuilders Limited,EQ,,,12-OCT-2020,,1,2026-09-10 00:27:05,97164.17702304,2026-09-09,CALCULATED_QUARTERLY_SHARES
MBAPL,INE900L01028,Madhya Bharat Agro Products Limited,EQ,,,22-AUG-2019,,1,2026-09-10 00:27:05,1419.807253788,2026-09-09,CALCULATED_QUARTERLY_SHARES
MBEL,INE08N601015,M & B Engineering Limited,EQ,,,06-AUG-2025,,1,2026-09-10 00:27:05,1515.33696967,2026-09-09,CALCULATED_QUARTERLY_SHARES
MBLINFRA,INE912H01013,MBL Infrastructure Limited,EQ,,,11-JAN-2010,,1,2026-09-10 00:27:05,362.71172857399995,2026-09-09,CALCULATED_QUARTERLY_SHARES
MCCHRLS-B,INE435D01014,Mac Charles India Limited,EQ,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
MCL,INE813V01022,M TEK COPPER LIMITED,EQ,,,19-AUG-2020,,1,2026-09-10 00:27:05,160.001199855,2026-09-09,CALCULATED_QUARTERLY_SHARES
MCLEODRUSS,INE942G01012,Mcleod Russel India Limited,EQ,,,29-JUL-2005,,1,2026-09-10 00:27:05,464.88429024,2026-09-09,CALCULATED_QUARTERLY_SHARES
MCLOUD,INE613C01026,Magellanic Cloud Limited,EQ,,,07-FEB-2025,,1,2026-09-10 00:27:05,1528.073538158,2026-09-09,CALCULATED_QUARTERLY_SHARES
MCX,INE745G01043,Multi Commodity Exchange of India Limited,EQ,,,09-MAR-2012,,1,2026-09-10 00:26:57,,,
MEDANTA,INE474Q01031,Global Health Limited,EQ,,,16-NOV-2022,,1,2026-09-10 00:27:05,39802.77770884,2026-09-09,CALCULATED_QUARTERLY_SHARES
MEDIASSIST,INE456Z01021,Medi Assist Healthcare Services Limited,EQ,,,23-JAN-2024,,1,2026-09-10 00:27:05,2453.708031705,2026-09-09,CALCULATED_QUARTERLY_SHARES
MEDICAMEQ,INE646B01010,Medicamen Biotech Limited,EQ,,,27-OCT-2021,,1,2026-09-10 00:27:05,424.34800233,2026-09-09,CALCULATED_QUARTERLY_SHARES
MEDICAPQ,INE442D01010,Medi Caps Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
MEDICO,INE630Y01024,Medico Remedies Limited,EQ,,,26-MAY-2022,,1,2026-09-10 00:27:05,294.10433674399997,2026-09-09,CALCULATED_QUARTERLY_SHARES
MEDPLUS,INE804L01022,Medplus Health Services Limited,EQ,,,23-DEC-2021,,1,2026-09-10 00:27:05,8048.200061230001,2026-09-09,CALCULATED_QUARTERLY_SHARES
MEESHO,INE0VDM01015,Meesho Limited,EQ,,,10-DEC-2025,,1,2026-09-10 00:27:05,99865.38248335,2026-09-09,CALCULATED_QUARTERLY_SHARES
MEGASTAR,INE00EM01016,Megastar Foods Limited,EQ,,,16-FEB-2022,,1,2026-09-10 00:27:05,321.95846926,2026-09-09,CALCULATED_QUARTERLY_SHARES
MEIL,INE0PKD01011,Mangal Electrical Industries Limited,EQ,,,28-AUG-2025,,1,2026-09-10 00:27:05,783.18022991,2026-09-09,CALCULATED_QUARTERLY_SHARES
MENNPIS,INE650G01029,Menon Pistons Limited,BE,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
MENONBE,INE071D01033,Menon Bearings Limited,BE,,,09-MAR-2015,,1,2026-09-10 00:27:05,906.1998353099998,2026-06-26,CALCULATED_QUARTERLY_SHARES
MEP,INE776I01010,MEP Infrastructure Developers Limited,BZ,,,06-MAY-2015,,1,2026-09-10 00:26:57,,,
MERCANTILE,INE689O01013,Mercantile Ventures Limited,EQ,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
MERCURYEV,INE763M01028,Mercury Ev-Tech Limited,EQ,,,02-JUN-2026,,1,2026-09-10 00:27:05,718.646999538,2026-09-09,CALCULATED_QUARTERLY_SHARES
METROBRAND,INE317I01021,Metro Brands Limited,EQ,,,22-DEC-2021,,1,2026-09-10 00:27:05,26137.6311182,2026-09-09,CALCULATED_QUARTERLY_SHARES
METROGLOBL,INE085D01033,Metroglobal Limited,EQ,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
METROPOLIS,INE112L01020,Metropolis Healthcare Limited,EQ,,,15-APR-2019,,1,2026-09-10 00:27:05,12484.63887264,2026-09-09,CALCULATED_QUARTERLY_SHARES
MFML,INE0US801024,Mahalaxmi Fabric Mills Limited,EQ,,,27-AUG-2024,,1,2026-09-10 00:27:05,19.521491737999998,2026-09-09,CALCULATED_QUARTERLY_SHARES
MFSL,INE180A01020,Max Financial Services Limited,EQ,,,17-MAY-2000,,1,2026-09-10 00:27:05,50707.375488,2026-09-09,CALCULATED_QUARTERLY_SHARES
MGEL,INE0APB01032,Mangalam Global Enterprise Limited,EQ,,,23-DEC-2020,,1,2026-09-10 00:27:05,522.050422608,2026-09-09,CALCULATED_QUARTERLY_SHARES
MGL,INE002S01010,Mahanagar Gas Limited,EQ,,,01-JUL-2016,,1,2026-09-10 00:27:05,10710.465143559999,2026-09-09,CALCULATED_QUARTERLY_SHARES
MHLXMIRU,INE112D01035,Mahalaxmi Rubtech Limited,BE,,,27-JAN-2022,,1,2026-09-10 00:27:05,197.838261096,2026-08-17,CALCULATED_QUARTERLY_SHARES
MHRIL,INE998I01010,Mahindra Holidays & Resorts India Limited,EQ,,,16-JUL-2009,,1,2026-09-10 00:27:05,4028.306516864,2026-09-09,CALCULATED_QUARTERLY_SHARES
MICEL,INE287C01037,MIC Electronics Limited,BE,,,17-DEC-2021,,1,2026-09-10 00:27:05,1167.317999691,2026-07-02,CALCULATED_QUARTERLY_SHARES
MIDHANI,INE099Z01011,Mishra Dhatu Nigam Limited,EQ,,,04-APR-2018,,1,2026-09-10 00:27:05,8688.8292,2026-09-09,CALCULATED_QUARTERLY_SHARES
MIDWESTLTD,INE0XAD01024,Midwest Limited,EQ,,,24-OCT-2025,,1,2026-09-10 00:27:05,3829.69765675,2026-09-09,CALCULATED_QUARTERLY_SHARES
MIIL,INE898Q01015,Meghna Infracon Infrastructure Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
MILKYMIST,INE00IT01020,Milky Mist Dairy Food Limited,EQ,,,18-AUG-2026,,1,2026-09-10 00:27:05,20444.791630296,2026-09-09,CALCULATED_QUARTERLY_SHARES
MINALIND,INE097E01028,Minal Industries Limited,BE,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
MINDACORP,INE842C01021,Minda Corporation Limited,EQ,,,16-OCT-2014,,1,2026-09-10 00:27:05,16755.181008959997,2026-09-09,CALCULATED_QUARTERLY_SHARES
MINDTECK,INE110B01017,Mindteck (India) Limited,EQ,,,02-AUG-2016,,1,2026-09-10 00:27:05,519.8286155440001,2026-09-09,CALCULATED_QUARTERLY_SHARES
MIRZAINT,INE771A01026,Mirza International Limited,EQ,,,28-APR-1999,,1,2026-09-10 00:27:05,432.30717936,2026-09-09,CALCULATED_QUARTERLY_SHARES
MITCON,INE828O01033,MITCON Consultancy & Engineering Services Limited,EQ,,,17-MAR-2022,,1,2026-09-10 00:27:05,143.301324886,2026-09-09,CALCULATED_QUARTERLY_SHARES
MITTAL,INE997Y01027,Mittal Life Style Limited,EQ,,,29-APR-2020,,1,2026-09-10 00:27:05,39.077061584,2026-09-09,CALCULATED_QUARTERLY_SHARES
MKEXIM,INE227F01010,M.K. Exim (India) Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
MKPL,INE964W01021,M K Proteins Limited,EQ,,,13-JUN-2023,,1,2026-09-10 00:27:05,151.284972059,2026-09-09,CALCULATED_QUARTERLY_SHARES
MLKFOOD,INE588G01021,Milkfood Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
MMFL,INE227C01017,MM Forgings Limited,EQ,,,20-DEC-2006,,1,2026-09-10 00:27:05,2978.5073849100004,2026-09-09,CALCULATED_QUARTERLY_SHARES
MMP,INE511Y01018,MMP Industries Limited,EQ,,,09-JAN-2020,,1,2026-09-10 00:27:05,1169.0546987,2026-09-09,CALCULATED_QUARTERLY_SHARES
MMTC,INE123F01029,MMTC Limited,EQ,,,09-APR-2012,,1,2026-09-10 00:27:05,9413.672995296,2026-09-09,CALCULATED_QUARTERLY_SHARES
MMWL,INE200D01020,Media Matrix Worldwide Limited,EQ,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
MOBIKWIK,INE0HLU01028,One Mobikwik Systems Limited,EQ,,,18-DEC-2024,,1,2026-09-10 00:27:05,1537.8017697,2026-09-09,CALCULATED_QUARTERLY_SHARES
MODINATUR,INE537F01012,Modi Naturals Limited,EQ,,,11-DEC-2025,,1,2026-09-10 00:27:05,464.5271920200001,2026-09-09,CALCULATED_QUARTERLY_SHARES
MODIRUBBER,INE832A01018,Modi Rubber Limited,EQ,,,07-FEB-1996,,1,2026-09-10 00:27:05,315.256192855,2026-09-09,CALCULATED_QUARTERLY_SHARES
MODIS,INE0L0L01012,Modis Navnirman Limited,EQ,,,14-NOV-2025,,1,2026-09-10 00:27:05,727.760180885,2026-09-09,CALCULATED_QUARTERLY_SHARES
MODISONLTD,INE737D01021,MODISON LIMITED,EQ,,,03-MAY-2021,,1,2026-09-10 00:27:05,1590.9435320700002,2026-09-09,CALCULATED_QUARTERLY_SHARES
MODTHREAD,INE794W01014,Modern Threads (India) Limited,EQ,,,22-NOV-1995,,1,2026-09-10 00:27:05,187.4844243,2026-09-09,CALCULATED_QUARTERLY_SHARES
MOHITE,INE154B01023,Mohite Industries Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
MOHITIND,INE954E01012,Mohit Industries Limited,EQ,,,14-MAR-2013,,1,2026-09-10 00:27:05,32.888018849,2026-09-09,CALCULATED_QUARTERLY_SHARES
MOIL,INE490G01020,MOIL Limited,EQ,,,15-DEC-2010,,1,2026-09-10 00:27:05,5127.193711775,2026-09-09,CALCULATED_QUARTERLY_SHARES
MOKSH,INE514Y01020,Moksh Ornaments Limited,EQ,,,21-MAY-2021,,1,2026-09-10 00:27:05,90.88935579000001,2026-09-09,CALCULATED_QUARTERLY_SHARES
MOL,INE0CT101020,Meghmani Organics Limited,EQ,,,18-AUG-2021,,1,2026-09-10 00:27:05,1616.00672016,2026-09-09,CALCULATED_QUARTERLY_SHARES
MOLBIO,INE869T01028,Molbio Diagnostics Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:27:05,14496.101991840002,2026-09-09,CALCULATED_QUARTERLY_SHARES
MOLDTECH,INE835B01035,Mold-Tek Technologies Limited,BE,,,07-JUL-2016,,1,2026-09-10 00:27:05,553.3108077210001,2026-08-10,CALCULATED_QUARTERLY_SHARES
MOLDTKPAC,INE893J01029,Mold-Tek Packaging Limited,EQ,,,23-FEB-2015,,1,2026-09-10 00:27:05,2293.64061472,2026-09-09,CALCULATED_QUARTERLY_SHARES
